id,Duration (in seconds),Q1.2,Q2.1,Q2.2,Q2.3,F4_1,F4_2,F4_3,F4_4,F4_5,Q2.5,Q3.1_1,Q3.1_2,Q3.1_3,Q3.1_4,Q3.1_5,Q3.1_6,Q3.1_7,Q3.1_8,Q3.1_9,Q3.1_10,Q3.1_11,Q3.1_12,Q3.1_13,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.2_6,Q3.2_7,Q3.2_8,Q3.2_9,Q3.3,Q4.1,Q4.1_11_TEXT,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.2_6,Q4.2_7,Q4.2_8,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.3_6,Q4.3_7,Q4.3_8,Q4.3_9,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,Q4.4_5,Q4.4_6,Q4.4_7,Q4.4_8,Q4.4_9,Q4.4_10,Q4.4_11,Q4.4_12,Q4.4_13,Q4.4_14,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.6_6,Q4.6_7,Q4.6_8,Q4.6_9,Q4.6_10,Q4.6_11,Q4.7_1,Q4.7_2,Q4.7_3,Q4.7_4,Q4.7_5,Q4.7_6,Q4.7_7,Q4.8_1,Q4.8_2,Q4.8_3,Q4.8_4,Q4.8_5,Q4.9_1,Q4.9_2,Q4.9_3,Q4.9_4,Q4.9_5,Q4.9_6,Q4.9_7,Q4.9_8,Q4.9_9,Q4.9_10,Q4.9_11,Q4.10_1,Q4.10_2,Q4.10_3,Q4.10_4,Q4.10_5,Q4.10_6,Q4.11_1,Q4.11_2,Q4.11_3,Q4.11_4,Q4.11_5,Q4.11_6,Q4.11_7,Q4.11_8,Q4.11_9,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q5.1_7,Q5.1_8,Q5.1_9,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,Q5.2_5,Q5.2_6,Q5.2_7,Q5.2_8,Q5.2_9,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.3_5,Q5.3_6,Q5.3_7,Q5.3_8,Q5.3_9,Q9.1,sex,age,pref
1585,813,1,3,1,6,1,0,1,0,0,1,3,3,3,3,3,3,3,2,3,2,2,2,2,,,,,,,,1,,,8,,3,10,8,8,0,10,7,,4,1,1,1,4,1,2,2,4,70,80,20,80,30,10,,60,60,70,10,70,70,20,3,3,3,3,4,3,3,3,5,5,3,4,6,4,6,6,4,2,5,6,6,5,5,2,3,3,3,4,2,3,2,6,4,3,4,5,3,5,6,3,5,5,6,6,5,5,5,5,5,2,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,1,1,56,22
1586,3048,1,4,10,4,0,0,0,0,2,3,2,3,3,3,3,3,3,3,2,2,3,2,3,1,,,,,,,,,1,5,,6,6,6,4,4,6,6,6,4,2,4,4,2,4,2,2,4,,,,,,,,,,,,,,,4,4,4,4,4,4,5,88,6,4,4,88,88,88,88,4,88,2,5,5,5,5,5,4,4,4,88,4,4,4,88,6,4,4,88,88,88,4,4,88,5,5,5,5,5,4,5,5,2,,,,,,,,,,2,2,2,2,4,2,4,2,2,,,,,,,,,,1,1,73,27
1587,1586,1,2,6,4,0,0,0,0,2,3,3,2,1,3,3,2,3,2,2,2,3,3,3,,,,,,,,1,,,12,,,,,,,,,,3,2,4,4,3,4,4,3,4,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,5,4,4,2,5,5,4,4,5,,,,,,4,5,2,4,3,4,3,2,4,4,3,5,5,5,5,5,3,5,5,6,5,5,5,5,5,4,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,1,1,2,57,28
1588,2101,1,4,10,2,0,0,0,0,0,1,2,3,2,3,3,3,2,2,2,3,3,3,3,,,,,,,1,,,,1,,8,6,0,6,0,5,7,7,4,2,2,2,3,1,2,2,4,65,0,8,60,65,10,65,55,65,55,75,40,60,40,4,4,4,3,4,5,5,4,5,5,4,5,5,5,4,4,4,2,4,5,5,5,5,4,4,3,3,3,3,3,3,4,3,3,5,5,5,5,5,5,4,5,4,5,5,88,5,5,3,,,,,,,,,,,,,,,,,,,4,2,1,2,2,6,2,4,2,1,1,67,33
1589,8065,1,4,10,3,0,0,0,0,3,2,3,2,2,3,3,3,1,2,3,3,3,3,3,,,,,,,,1,,,12,,4,10,1,7,0,10,9,,3,1,3,2,4,1,1,2,3,60,60,0,30,10,20,,60,70,60,50,50,,,3,4,4,3,4,4,4,4,6,5,4,4,4,4,4,4,4,2,3,5,3,3,3,2,2,3,3,3,2,3,2,5,3,3,3,3,3,3,3,3,5,5,5,2,2,3,5,4,2,2,2,2,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,1,1,74,7
1590,1022,1,2,6,5,0,0,0,0,2,4,3,3,2,3,2,2,2,2,2,3,3,3,3,,,,,,,1,,,,2,,2,10,1,4,3,9,4,5,5,5,2,2,5,2,2,2,4,9,83,50,68,62,12,11,76,74,73,11,90,53,68,3,4,4,4,5,3,4,1,6,5,5,5,5,4,4,5,4,2,6,5,6,6,5,3,5,4,4,5,4,4,1,6,5,5,5,5,4,4,5,4,5,5,4,4,4,4,5,4,4,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,1,1,68,7
1591,1210,1,3,1,5,0,0,0,0,2,1,3,3,88,3,3,3,3,3,3,88,3,1,3,,,,,,,,1,,,12,,8,8,4,3,9,8,6,,2,1,1,1,2,4,3,3,4,0,56,70,45,55,29,,37,38,61,70,29,59,40,1,3,3,3,4,4,3,4,6,4,3,4,5,4,3,3,4,2,4,3,6,4,4,1,2,3,4,4,4,3,4,4,3,3,5,5,5,5,5,4,3,4,5,3,3,2,3,3,6,,,,,,,,,,,,,,,,,,,4,2,2,1,1,4,2,1,2,1,1,52,13
1592,1023,1,4,2,99,0,0,0,0,1,3,3,3,88,88,3,2,2,1,3,88,88,88,2,,,,,,1,1,,,,12,,5,8,2,9,0,8,6,,5,5,2,3,3,88,2,2,4,,,,,,,,,,,,,,,88,88,88,4,88,88,4,88,5,88,4,5,5,4,5,6,5,2,,,,,,88,88,88,88,99,88,99,88,5,4,99,88,88,99,99,88,88,5,5,5,99,88,88,5,99,99,,,,,,,,,,3,3,2,2,3,4,3,2,2,,,,,,,,,,1,1,60,9
1593,402,1,3,6,5,0,0,0,0,0,3,3,3,3,3,3,3,3,1,2,3,3,3,3,,,,,,,,1,,,12,,5,5,5,5,5,5,5,5,3,2,2,1,4,3,3,88,4,,,,,,,,,,,,,,,3,4,4,3,4,4,4,3,5,5,4,4,5,4,5,4,4,2,3,3,3,3,3,2,4,3,2,2,2,4,2,6,5,4,5,5,5,5,5,5,2,4,3,1,4,3,4,1,3,3,2,2,2,2,1,3,2,2,,,,,,,,,,,,,,,,,,,1,2,28,1
1594,573,1,4,1,7,1,0,0,0,0,4,3,2,3,3,3,3,3,3,3,1,1,1,3,1,,,,,,,,,1,88,,,,,,,,,,1,1,1,1,2,2,3,5,5,,,,,,0,,85,18,80,14,88,77,,4,5,4,5,4,4,4,88,6,6,6,6,6,6,6,6,6,2,5,5,6,5,5,3,4,4,5,4,4,4,1,6,5,5,5,5,5,5,6,5,4,4,6,4,4,3,5,4,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,2,28,33
1595,799,1,3,1,7,0,0,0,0,3,3,3,3,88,3,3,88,2,3,2,3,3,3,3,1,,,,,,,,,1,12,,,,,,,,,,1,1,1,1,1,3,3,3,4,,,,,,,,,,,,,,,88,88,88,88,88,88,88,1,5,88,88,88,88,88,88,88,88,88,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,,,,,6,6,6,6,6,6,6,6,6,,,,,,,,,,1,2,63,6
1596,1583,1,2,4,6,0,0,0,1,0,3,2,2,3,3,3,3,3,3,3,88,3,1,3,,,,,,,,1,,,12,,,,,,,,,,4,4,4,4,4,4,4,4,4,,,,,,,,50,50,,,,,,2,2,4,1,3,4,3,3,6,5,5,4,5,3,4,6,3,2,4,4,5,4,4,1,2,3,3,3,3,3,2,6,4,4,4,5,4,4,5,4,4,5,6,3,4,4,6,4,3,3,2,1,2,1,1,2,2,3,,,,,,,,,,,,,,,,,,,1,2,54,1
1597,1896,1,3,8,5,0,0,0,0,1,3,3,2,3,3,3,2,3,3,3,88,3,3,3,,,,,,,1,,,,12,,4,5,6,4,7,5,6,,1,2,2,1,1,1,1,3,4,62,22,2,65,43,56,,,,66,,,,,3,3,4,4,3,4,4,2,5,5,4,88,4,4,88,5,99,2,5,6,5,4,5,2,3,4,4,4,4,2,2,5,4,3,3,4,88,3,3,2,4,5,5,5,4,3,88,4,4,,,,,,,,,,3,3,3,2,1,2,2,4,2,,,,,,,,,,1,2,78,29
1598,873,1,4,10,2,0,0,0,0,0,1,3,3,3,3,1,3,2,1,2,1,1,2,3,1,,,,,1,1,,,1,4,,3,10,7,7,3,,7,,3,1,1,1,3,3,3,3,4,0,31,100,65,54,0,0,,80,73,0,58,57,0,2,4,4,4,4,4,3,1,6,6,4,5,5,99,99,5,99,2,3,5,3,4,3,3,3,4,4,4,4,3,1,6,6,4,4,4,99,3,3,99,5,5,4,1,5,3,6,2,6,2,2,2,2,2,2,3,5,2,,,,,,,,,,,,,,,,,,,1,2,70,14
1599,254,1,2,1,99,0,2,0,0,0,2,3,3,3,3,3,3,3,3,3,3,88,3,3,,,,,,,,,1,,1,,,,,,,,,,2,2,99,3,2,2,2,3,4,,,,,,,,,,,,,,,3,6,6,4,4,3,4,6,5,5,3,5,2,3,6,5,4,6,,,,,,5,5,2,6,88,4,1,3,2,5,4,5,3,4,4,1,5,88,2,5,6,2,2,3,3,2,,,,,,,,,,1,3,7,3,2,3,5,3,4,,,,,,,,,,1,2,40,30
1600,226,1,3,6,5,0,0,0,0,0,3,3,1,3,3,3,3,3,3,3,1,1,3,3,,,,,,,,,1,,12,,,,,,,,,,5,3,5,3,1,1,4,3,3,,,,,,,,,,,,,,,2,2,6,4,4,5,3,2,6,5,3,4,6,6,5,5,4,2,,,,,,4,4,6,5,5,3,4,3,6,5,4,4,5,3,5,4,4,6,6,4,4,6,5,5,3,4,4,3,2,3,2,4,1,3,4,,,,,,,,,,,,,,,,,,,1,2,27,28
1601,1252,1,3,6,7,0,2,0,0,0,4,3,2,1,3,3,3,1,1,3,2,1,2,3,1,,,,1,1,,,,1,1,,4,2,4,4,6,6,6,4,3,1,2,3,3,4,3,1,4,50,44,39,40,41,29,34,60,54,61,54,56,59,,4,3,4,4,4,3,4,1,6,3,4,2,2,2,2,2,1,2,2,5,5,3,5,4,4,88,4,3,3,4,1,6,4,4,5,5,5,4,5,5,4,4,4,88,5,2,4,4,3,,,,,,,,,,,,,,,,,,,3,1,2,2,2,2,3,2,1,1,2,41,36
1602,522,1,4,7,2,0,0,0,0,0,3,2,2,3,3,2,2,3,2,3,2,2,3,3,,,,,,,,1,,,9,,,10,2,2,10,10,7,3,99,99,99,5,99,99,99,88,99,0,0,0,14,23,0,66,59,62,33,21,69,69,65,1,3,5,3,2,4,4,3,4,4,3,99,99,99,99,99,99,99,5,3,3,3,3,99,99,99,99,99,88,99,99,99,99,99,99,99,99,99,99,6,99,99,99,99,99,99,99,99,88,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,31,28
1603,489,1,5,1,4,0,0,0,0,0,3,88,2,88,3,88,3,3,1,88,88,88,1,3,,,,,,,,1,,,6,,5,5,0,0,0,0,5,5,5,5,1,1,5,4,1,1,4,49,0,0,0,50,0,44,0,100,28,100,0,0,0,2,3,4,1,1,3,3,2,5,4,4,1,4,4,5,6,5,2,2,3,3,3,3,2,4,4,1,1,2,4,4,4,4,3,1,1,1,1,2,1,5,5,5,5,4,4,5,5,5,,,,,,,,,,2,2,2,2,3,2,2,2,2,,,,,,,,,,1,1,37,23
1604,289,1,3,1,5,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,1,6,,,,,,,,,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,3,3,4,3,3,3,3,3,6,5,6,3,3,3,4,4,4,2,2,3,3,3,2,3,3,4,2,3,3,3,3,6,6,6,88,88,88,88,88,88,5,5,5,5,4,88,88,4,4,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,1,1,23,8
1605,749,1,4,1,5,0,0,0,0,0,1,2,2,2,3,3,3,3,1,2,1,1,1,3,,,,,,,1,,,,12,,7,6,,3,4,,6,4,1,1,2,1,1,3,4,4,4,,,,,,,,80,60,60,40,60,60,,2,3,4,5,4,4,88,3,88,6,4,1,2,5,5,5,3,2,3,5,5,3,5,2,4,4,4,2,4,2,4,4,6,3,88,88,88,88,88,88,6,6,6,2,6,3,5,2,1,4,3,1,1,3,3,1,1,1,,,,,,,,,,,,,,,,,,,1,2,29,27
1606,1036,1,4,7,5,0,0,0,0,0,3,3,1,2,3,3,3,3,3,3,88,1,2,3,,,,,,,1,,,,12,,7,8,,7,,8,5,,1,1,3,3,1,1,5,3,4,60,20,0,60,70,50,,45,50,60,45,40,40,,4,4,4,3,2,4,3,2,5,4,4,6,6,6,6,6,6,2,1,1,2,2,2,5,5,4,4,1,4,3,3,6,4,5,5,5,5,4,5,4,4,4,6,4,4,2,3,4,3,,,,,,,,,,,,,,,,,,,2,6,1,1,2,2,2,2,1,1,1,36,1
1607,1801,1,2,5,4,0,0,0,0,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,2,2,1,1,1,2,3,5,4,,,,,,,,,,,,,,,1,1,88,1,88,88,88,2,4,88,88,88,88,88,88,88,88,2,,,,,,1,1,88,1,88,88,88,88,4,88,88,88,88,88,88,88,88,3,88,5,1,3,88,88,1,3,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,1,2,45,11
1608,4264,1,4,10,3,0,0,0,0,3,3,2,2,2,3,1,2,2,2,2,2,3,3,3,,,,,,,,1,,,1,,9,5,0,5,0,2,5,6,2,5,2,2,5,4,1,1,4,71,0,0,50,61,26,81,8,87,71,67,10,74,8,3,3,4,2,3,5,2,4,6,5,3,88,4,4,1,6,4,2,5,5,5,2,4,3,3,3,2,2,2,2,2,5,2,2,4,4,4,1,3,3,4,6,5,6,6,5,6,6,5,,,,,,,,,,2,4,2,1,1,1,2,2,1,,,,,,,,,,1,1,77,28
1609,705,1,2,6,99,0,0,0,0,2,3,3,3,2,3,3,2,1,2,3,88,2,3,3,,,,,,,,1,,,12,,5,,,,,,,,3,1,2,2,3,3,4,3,4,,,,,,,,,,,,,,,3,3,3,3,3,4,3,3,5,3,3,4,5,5,4,5,5,2,,,,,,3,3,3,3,3,3,3,1,4,3,1,4,5,5,4,5,5,4,4,4,4,4,4,4,3,4,,,,,,,,,,4,4,1,1,1,1,1,4,2,,,,,,,,,,1,2,58,37
1610,1691,1,2,3,8,0,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,,,,,1,1,,,1,9,,,,,,,,,,4,2,3,2,5,3,1,1,4,83,5,0,59,75,6,86,43,69,39,73,52,59,34,4,4,4,3,3,3,3,3,4,3,3,4,5,4,4,4,4,2,,,,,,4,4,4,3,4,2,2,1,4,3,3,5,5,4,4,5,3,4,4,5,6,5,2,5,4,4,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,2,2,1,1,48,6
1611,697,1,2,1,2,0,0,0,0,0,3,3,2,3,3,3,1,3,1,3,1,1,3,3,,,,,,,,1,,,12,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,1,1,1,1,1,1,1,5,1,1,3,3,3,3,3,3,2,4,4,4,4,4,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,4,5,4,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,1,1,41,8
1612,267,1,2,7,4,0,0,0,0,0,1,3,2,3,3,3,2,3,2,2,2,3,3,3,,,,,,1,,,,,1,,6,3,6,4,3,4,4,4,3,4,5,3,2,4,4,2,3,33,37,37,42,60,39,45,56,55,60,40,46,40,40,4,3,2,3,4,1,1,3,1,3,3,3,3,3,4,4,3,2,3,3,3,3,3,4,2,2,3,3,4,4,3,99,2,4,4,2,2,4,3,4,2,2,1,4,3,4,2,4,5,1,3,3,3,2,5,2,3,3,,,,,,,,,,,,,,,,,,,1,1,29,13
1613,628,1,4,2,9,1,1,0,0,0,4,3,3,3,3,3,3,2,88,3,2,2,2,3,1,,,,,,,,,1,99,,,,,,,,,,3,4,3,3,3,4,2,1,4,,,,,,,,,,,,,,,3,99,88,88,99,88,88,88,6,88,4,3,88,5,4,5,2,2,,,,,,3,3,4,99,99,99,2,88,6,4,4,99,99,99,99,99,99,5,4,6,4,4,4,4,4,4,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,39,28
1614,2177,1,2,1,8,0,0,0,0,3,4,1,3,2,3,3,1,2,1,3,2,3,2,3,,,,,,,1,,,,12,,7,,,,,,,,2,4,1,2,3,2,4,2,4,40,20,20,70,20,60,20,60,60,61,40,40,40,30,3,4,5,4,4,4,4,3,5,4,4,5,5,4,4,5,4,2,5,5,5,5,5,3,4,4,3,4,3,4,3,5,3,3,4,4,3,4,4,3,4,5,5,5,5,3,4,4,4,,,,,,,,,,,,,,,,,,,2,2,2,1,1,4,1,1,1,1,1,71,21
1615,405,1,5,8,8,1,1,0,0,0,1,3,3,3,3,3,3,2,2,3,3,3,3,3,,,,,,1,,,,,12,,,,,,,,,,3,3,2,3,3,3,4,3,4,,,,,,,,50,51,50,,,,,88,88,88,88,88,88,4,88,6,4,88,88,88,88,88,4,88,2,4,4,4,3,4,88,88,88,88,88,88,88,88,5,4,88,88,88,88,88,88,88,4,5,4,88,4,88,88,88,88,,,,,,,,,,3,6,2,2,2,3,3,2,2,,,,,,,,,,1,2,46,22
1616,550,1,3,1,7,1,0,0,0,0,1,3,3,2,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,1,1,,,,,,,,,,2,2,3,3,4,4,3,2,4,,,,,,,,,,,,,,,3,5,3,4,4,3,4,3,6,5,4,5,4,5,6,5,3,2,5,6,6,6,7,4,88,88,4,88,4,5,2,6,6,5,5,5,5,5,5,88,6,6,6,4,5,5,6,3,4,3,2,2,1,2,2,3,2,2,,,,,,,,,,,,,,,,,,,1,2,42,34
1617,430,1,4,1,11,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,2,3,88,3,,,,,,,,1,,,12,,,,,,,,,,2,2,2,2,3,2,2,3,4,,,,,,,,,,,,,,,88,88,88,88,88,88,88,2,4,4,4,88,88,88,88,88,88,2,4,3,4,5,3,2,3,3,3,3,3,3,1,4,4,3,88,88,88,88,88,88,3,4,4,88,3,3,5,2,3,,,,,,,,,,2,1,1,3,1,3,3,3,1,,,,,,,,,,1,2,27,13
1618,447,1,2,1,99,0,1,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,88,,,,,,,,,,3,3,3,3,88,3,3,3,4,,,,,,,,,,,,,,,3,3,2,3,2,2,2,2,6,5,4,1,88,99,88,88,88,88,,,,,,2,2,2,2,2,2,2,2,2,6,2,88,88,88,88,88,88,88,4,4,88,88,88,88,88,2,3,1,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,1,2,36,28
1619,1294,1,4,10,99,0,0,0,0,2,4,3,88,3,3,3,99,2,88,2,3,3,3,88,,,,,,,,1,,,2,,4,8,4,,1,7,7,,3,4,1,1,4,3,2,2,4,50,70,20,,,,,,,,,,,,2,4,88,88,88,5,88,2,4,5,88,88,88,88,88,88,88,2,,,,,,1,88,88,3,88,4,88,1,4,88,88,88,88,88,88,88,88,88,88,5,4,88,88,5,5,2,5,6,2,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,1,1,71,1
1620,1103,1,4,4,12,0,0,0,0,1,3,3,2,2,2,2,3,2,2,2,1,1,2,3,1,1,,,,,,,,1,12,,9,,4,8,0,5,5,8,4,3,1,1,4,2,1,1,4,50,0,20,0,20,0,0,50,25,70,50,25,30,80,1,4,4,3,1,1,3,1,6,4,4,4,5,4,3,4,5,5,5,3,5,4,4,2,4,3,4,1,2,3,1,6,5,3,4,4,4,3,3,3,4,4,4,3,4,3,4,4,3,5,5,2,2,2,3,4,3,3,,,,,,,,,,,,,,,,,,,1,1,63,11
1621,35747,1,5,1,11,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,4,2,3,3,4,4,4,4,4,,,,,,,,,,,,,,,3,2,3,3,4,4,3,4,5,5,4,4,4,88,4,4,3,2,5,5,5,5,5,3,3,3,3,3,3,3,3,5,5,4,4,4,4,88,88,2,4,5,5,3,4,4,4,3,3,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,28,27
1622,809,1,4,10,3,0,0,0,0,0,1,3,88,1,1,3,99,3,3,3,88,3,88,88,,,,,,,,1,,,2,,5,10,5,10,5,10,10,10,2,3,1,1,3,3,2,2,4,0,50,50,0,0,0,0,50,50,50,3,50,51,50,2,2,4,4,3,4,2,3,4,4,2,2,3,1,3,1,1,2,4,4,4,4,4,3,3,1,3,2,2,1,2,3,3,2,2,2,2,2,2,2,4,4,4,2,3,3,4,4,3,,,,,,,,,,4,5,3,3,3,3,2,3,3,,,,,,,,,,1,2,70,27
1623,882,1,4,4,9,0,0,0,0,0,3,3,1,3,3,1,3,3,2,2,2,1,1,3,,,,,,,,1,,,12,,6,9,6,9,4,8,6,,4,4,3,3,3,3,2,1,4,55,55,55,55,55,51,,,45,51,55,,45,,4,4,4,4,4,4,88,4,6,4,4,5,5,5,5,5,5,2,5,5,5,5,5,4,4,4,4,4,4,4,4,6,5,4,4,4,4,4,4,4,5,5,5,5,5,2,5,5,3,4,4,4,4,3,4,4,3,3,,,,,,,,,,,,,,,,,,,1,1,46,12
1624,369,1,4,1,7,2,0,0,0,0,2,2,2,2,2,3,1,3,1,1,2,3,2,88,1,,,,,,,,,1,12,,5,4,3,6,7,5,5,3,2,2,1,2,3,4,3,2,4,59,50,63,56,57,67,58,57,60,60,63,58,59,57,4,5,5,4,3,3,4,4,3,5,4,2,4,4,3,4,88,2,5,4,5,5,5,4,3,3,2,4,4,4,3,4,4,3,2,3,3,3,3,4,4,3,4,5,5,4,4,5,5,,,,,,,,,,,,,,,,,,,2,2,2,3,3,3,2,3,4,1,1,34,40
1625,835,1,4,9,7,0,0,0,0,0,4,3,3,3,3,3,3,3,1,3,2,1,3,3,,,,,,,,1,,,1,,5,6,,,,,,,1,1,2,2,5,3,4,4,4,50,50,50,50,50,50,50,60,60,60,,,,,4,4,88,5,88,5,4,4,6,5,88,6,6,5,5,6,4,2,6,6,6,6,5,4,5,88,4,4,5,3,3,6,5,88,5,4,4,5,4,3,6,6,6,5,6,3,5,4,2,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,2,2,1,1,2,21,9
1626,442,1,3,1,10,0,0,0,0,0,3,3,3,88,3,3,3,3,3,88,88,88,88,3,1,,,,,,,,,1,12,,,,,,,,,,2,2,2,3,3,4,3,2,4,,,,,57,,,,,,,,,,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,6,4,4,3,5,4,3,3,3,2,3,2,3,3,3,2,,,,,,,,,,,,,,,,,,,1,1,51,14
1627,564,1,4,1,12,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,1,1,,10,10,0,10,0,6,0,0,5,4,1,1,1,1,1,1,4,60,0,0,59,0,0,0,0,70,0,70,0,0,0,2,1,4,1,3,3,1,4,5,3,3,3,3,3,3,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,6,6,6,6,6,6,6,2,6,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,1,1,54,34
1628,59301,1,2,1,5,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,1,3,3,,,,,,,,1,,,12,,,,,,,,,,2,2,2,2,2,3,4,4,4,,,,,,,,,,,,,,,3,3,3,88,88,3,3,3,4,4,3,4,4,4,4,4,4,2,,,,,,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,4,6,5,3,3,5,5,4,,,,,,,,,,2,2,1,1,1,2,1,1,1,,,,,,,,,,1,1,46,27
1629,549,1,2,8,2,0,0,0,0,0,4,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,1,,1,,,,,,,,,,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,1,2,72,11
1630,661,1,4,8,6,0,0,0,0,1,2,3,3,2,2,2,2,2,2,2,3,3,2,3,,,,,,,,1,,,88,,4,7,6,6,4,7,6,7,5,2,1,2,4,4,2,2,4,30,21,50,22,23,0,19,62,50,56,40,50,50,50,99,3,3,4,4,4,4,2,6,5,99,4,5,5,4,4,4,2,5,5,5,5,5,3,3,3,4,4,4,4,3,6,5,99,4,4,4,4,4,4,3,4,4,3,4,3,3,3,3,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,66,13
1631,1668,1,2,6,99,0,0,0,0,2,4,2,88,88,99,99,99,2,88,99,88,3,99,88,,,,,,,,1,,,1,,6,6,,,,,,,3,2,3,3,2,3,3,3,3,60,,,,,,,,,,60,,,,4,88,88,88,88,88,4,88,88,88,3,88,88,2,88,88,3,6,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2,4,4,4,4,4,4,3,4,88,,,,,,,,,,,,,,,,,,,6,6,3,,3,6,,6,4,1,1,72,28
1632,632,1,2,1,4,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,1,1,3,3,,,,,,,,1,,,12,,5,10,10,0,10,10,3,2,4,1,1,4,2,2,4,4,4,50,50,50,50,50,50,50,41,40,40,0,0,0,0,3,3,3,3,3,3,3,2,5,5,4,4,4,3,4,4,2,2,2,5,3,3,1,3,3,3,3,3,3,3,2,5,4,4,4,4,3,4,4,3,4,5,5,4,4,4,4,4,3,3,2,2,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,1,2,27,22
1633,675,1,4,6,99,0,0,0,0,0,1,3,3,88,3,3,3,3,3,3,2,3,3,3,,,,,,,,1,,,12,,,,,,,,,,1,1,3,1,3,3,3,1,5,,,,,,,,,,,,,,,88,88,88,88,88,88,88,99,5,88,88,5,88,5,5,5,88,2,,,,,,4,4,88,4,4,3,4,99,5,88,88,4,5,4,88,4,4,5,5,5,88,2,5,4,88,5,,,,,,,,,,3,3,3,3,3,3,3,3,3,,,,,,,,,,1,1,37,13
1634,281,1,4,11,7,2,99,99,99,99,99,1,99,99,88,3,3,3,2,99,88,3,88,2,,,,1,,,,,,,3,,,,,,,,,,3,3,3,3,3,3,5,88,88,,,,,,,,,,,,,43,,5,4,4,5,4,5,5,3,3,4,5,3,2,3,2,5,2,4,,,,,,2,4,2,4,5,3,4,4,1,3,2,2,3,1,2,3,3,1,4,1,3,4,4,3,5,4,,,,,,,,,,1,2,3,3,2,,4,1,1,,,,,,,,,,1,1,41,23
